,BPA,PNW,CAISO
0,6.156728286719987,8.037504290757163,2983.7186337455228
1,23.140806319051045,30.209929920432174,3352.4291112996266
2,33.96815606466201,44.34485125934988,4140.902286376866
3,37.152670695724076,48.50218106491394,3999.0905642406715
4,29.934437531983473,39.078900172302184,3420.4987379249997
5,70.5263841912274,92.07099763867805,3358.1015801850745
6,68.78551603094074,89.79832380018374,3602.0177422593283
7,79.18826382574342,103.37893449835956,4503.940295045523
8,80.46206967816823,105.04186642058517,4067.160190866045
9,125.25757548844129,163.52163901885285,4821.598552630598
10,115.06712866904269,150.2181836410479,7697.540277552611
11,88.1049047927172,115.01945795393891,8525.720734827984
12,116.76553647227583,152.43542620401544,7873.3868130014935
13,140.1186437667311,182.9225114448187,7589.763368729105
14,214.5089058722865,280.0377361257004,6460.942060525001
15,476.4033888068858,621.9365389123835,5944.747391949255
16,860.1161704565418,1122.867063259193,5451.242598915298
17,1771.241200697486,2312.325327281313,5939.074923063807
18,2749.552382287799,3589.49397165509,8622.152705880597
19,3559.3107782236607,4646.619814913395,11560.491588542538
20,4300.0713571531605,5613.670179051123,10414.65287368209
21,5960.487859372649,7781.31574330633,6818.307600308209
22,6490.125717762141,8472.74897880175,6892.04969581903
23,5784.564676836541,7551.651014146921,6659.478471515672
24,0.043603576972285035,0.05692372972883163,9797.534009960871
25,0.8982336814707138,1.172628826985266,10625.203197708357
26,0.9156751164179894,1.195398324305469,11033.864859158679
27,1.3255487441158291,1.7304813891851556,10019.970104168007
28,0.0,0.0,9585.443780600577
29,0.0,0.0,8990.556551907071
30,0.0,0.0,9487.158064555564
31,0.021801788486142594,0.02846186486441592,9140.571592186305
32,0.15261251940299816,0.19923305405091143,9642.346037258218
33,0.15261251940299816,0.19923305405091143,8550.857295916221
34,0.0,0.0,7102.4362173581185
35,0.21801788486142595,0.2846186486441592,8100.812175078525
36,0.29214396584425917,0.38138898935281873,9249.203173078162
37,0.6976572315565616,0.9107796756613075,9606.135510294263
38,0.21801788486142595,0.2846186486441592,9316.451294582645
39,0.043603576972285035,0.05692372972883163,7640.421189393984
40,0.893873327931845,1.166936459441051,7262.797122484193
41,1.547926982516123,2.0207924053735287,5659.188071223439
42,0.3052250388059948,0.3984661081018208,4728.060235007516
43,0.0,0.0,4650.466248656189
44,0.0,0.0,4324.571505980617
45,0.0,0.0,4650.466248656189
46,0.0,0.0,5084.99257222362
47,0.043603576972285035,0.05692372972883163,5778.16551696214
48,0.043603576972285035,0.05692372972883163,1545.2516567866503
49,0.8982336814707138,1.172628826985266,2292.2938484782094
50,0.9156751164179894,1.195398324305469,3075.153131552241
51,1.3255487441158291,1.7304813891851556,2624.881125601164
52,0.0,0.0,2409.978577306332
53,0.0,0.0,2609.530943580104
54,0.0,0.0,1836.9051151867793
55,0.021801788486142594,0.02846186486441592,1877.8389339096047
56,0.15261251940299816,0.19923305405091143,1918.77275263243
57,0.15261251940299816,0.19923305405091143,1146.1469242391047
58,0.0,0.0,1033.5789227513358
59,0.21801788486142595,0.2846186486441592,654.9410995652029
60,0.29214396584425917,0.38138898935281873,281.42000371942305
61,0.6976572315565616,0.9107796756613075,209.78582095447902
62,0.21801788486142595,0.2846186486441592,148.38509287024127
63,0.043603576972285035,0.05692372972883163,30.70036404211888
64,0.893873327931845,1.166936459441051,46.050546063178324
65,1.547926982516123,2.0207924053735287,61.40072808423776
66,0.3052250388059948,0.3984661081018208,148.38509287024127
67,0.0,0.0,127.91818350882866
68,0.0,0.0,864.7269205196818
69,0.0,0.0,475.8556426528426
70,0.0,0.0,404.22145988789856
71,0.043603576972285035,0.05692372972883163,342.82073180366086
72,0.10401817156311252,0.1357939576541939,369.0497758344556
73,0.12135453349029787,0.15842628392989277,748.0738699347072
74,0.5200908578155626,0.6789697882709695,688.2279603399306
75,0.7454635628689723,0.9731900298550552,693.2151194728286
76,0.6587817532330446,0.8600283984765594,922.6244395861388
77,1.0401817156311253,1.357939576541939,897.6886439216487
78,0.5894363055243037,0.7694990933737645,842.8298934597702
79,0.6275763025907724,0.8192902122594939,807.9197795294838
80,0.8668180963592695,1.131616313784947,867.7656891242603
81,1.5082634876651317,1.9690123859858115,842.8298934597702
82,0.43340904817963477,0.5658081568924735,832.855575193974
83,0.06934544770874161,0.09052930510279583,1082.2135318388764
84,0.0,0.0,1042.3162587756922
85,0.0,0.0,887.7143256558527
86,0.0,0.0,613.4205733464598
87,0.0,0.0,583.4976185490716
88,0.0,0.0,483.7544358911107
89,0.0,0.0,379.0240941002516
90,0.0,0.0,379.0240941002516
91,0.0,0.0,573.5233002832755
92,0.2600454289077813,0.33948489413548477,758.0481882005032
93,0.06934544770874161,0.09052930510279583,683.2408012070326
94,0.06934544770874161,0.09052930510279583,668.2793238083385
95,0.08668180963592696,0.11316163137849473,573.5233002832755
96,0.10401817156311252,0.1357939576541939,64.73057468209348
97,0.12135453349029787,0.15842628392989277,16.18264367052337
98,0.5200908578155626,0.6789697882709695,16.18264367052337
99,0.7454635628689723,0.9731900298550552,21.576858227364486
100,0.6587817532330446,0.8600283984765594,48.5479310115701
101,1.0401817156311253,1.357939576541939,102.49007657998133
102,0.5894363055243037,0.7694990933737645,161.82643670523368
103,0.6275763025907724,0.8192902122594939,80.91321835261684
104,0.8668180963592695,1.131616313784947,16.18264367052337
105,1.5082634876651317,1.9690123859858115,16.18264367052337
106,0.43340904817963477,0.5658081568924735,21.576858227364486
107,0.06934544770874161,0.09052930510279583,32.36528734104674
108,0.0,0.0,37.75950189788786
109,0.0,0.0,97.0958620231402
110,0.0,0.0,118.67272025050468
111,0.0,0.0,129.46114936418695
112,0.0,0.0,124.06693480734582
113,0.0,0.0,97.0958620231402
114,0.0,0.0,32.36528734104674
115,0.0,0.0,97.0958620231402
116,0.2600454289077813,0.33948489413548477,178.009080375757
117,0.06934544770874161,0.09052930510279583,124.06693480734582
118,0.06934544770874161,0.09052930510279583,134.85536392102807
119,0.08668180963592696,0.11316163137849473,161.82643670523368
120,0.10401817156311252,0.1357939576541939,64.73057468209348
121,0.12135453349029787,0.15842628392989277,16.18264367052337
122,0.5200908578155626,0.6789697882709695,16.18264367052337
123,0.7454635628689723,0.9731900298550552,21.576858227364486
124,0.6587817532330446,0.8600283984765594,48.5479310115701
125,1.0401817156311253,1.357939576541939,102.49007657998133
126,0.5894363055243037,0.7694990933737645,161.82643670523368
127,0.6275763025907724,0.8192902122594939,80.91321835261684
128,0.8668180963592695,1.131616313784947,16.18264367052337
129,1.5082634876651317,1.9690123859858115,16.18264367052337
130,0.43340904817963477,0.5658081568924735,21.576858227364486
131,0.06934544770874161,0.09052930510279583,32.36528734104674
132,0.0,0.0,37.75950189788786
133,0.0,0.0,97.0958620231402
134,0.0,0.0,118.67272025050468
135,0.0,0.0,129.46114936418695
136,0.0,0.0,124.06693480734582
137,0.0,0.0,97.0958620231402
138,0.0,0.0,32.36528734104674
139,0.0,0.0,97.0958620231402
140,0.2600454289077813,0.33948489413548477,178.009080375757
141,0.06934544770874161,0.09052930510279583,124.06693480734582
142,0.06934544770874161,0.09052930510279583,134.85536392102807
143,0.08668180963592696,0.11316163137849473,161.82643670523368
144,10997.268846319022,14356.74784114755,7965.480545903018
145,11475.904072703257,14981.598006140022,9630.94505332269
146,11595.932220199102,15138.292715664624,9442.588948316894
147,11490.685271428792,15000.894610220355,9026.222821461974
148,11393.758973866405,14874.358973715933,8590.029736185395
149,10538.585426850212,13757.944421475473,8287.668620255037
150,8773.706912230953,11453.925472886362,8822.996497639931
151,8784.257035430173,11467.698479673856,10210.883587156324
152,8015.848924356069,10464.554731535338,11668.165031148537
153,6960.477429381266,9086.785155850217,11747.472864835188
154,6226.88474678558,8129.092358727911,10329.845337686302
155,5648.917561072049,7374.566006621473,9556.593959241454
156,4141.4471298155795,5406.588942317989,9749.906803852664
157,4115.999599362278,5373.367623188352,10488.461005059606
158,4157.742628970403,5427.862439909142,10775.951902173714
159,5256.093824930246,6861.7412858097205,11871.391354970583
160,5372.231740541944,7013.3573636317815,11231.971945871956
161,4069.8559355448397,5313.127853191697,11152.664112185306
162,3505.9855211516115,4577.00459680367,10622.292974405827
163,4866.704501556365,6353.400132580111,11767.299823256852
164,7064.654306127032,9222.786300426935,13284.062142514054
165,9225.252207079233,12043.410192009442,14414.19877254883
166,8591.616286186741,11216.209250896529,14017.659604115577
167,8467.296944911423,11053.912460719872,13749.995665423128
168,0.10401817156311252,0.1357939576541939,660.9420672683368
169,0.12135453349029787,0.15842628392989277,1399.6420248035367
170,0.5200908578155626,0.6789697882709695,1455.1833749941534
171,0.7454635628689723,0.9731900298550552,1310.7758644985504
172,0.6587817532330446,0.8600283984765594,1266.3427843460572
173,1.0401817156311253,1.357939576541939,1777.3232060997295
174,0.5894363055243037,0.7694990933737645,1699.565315832866
175,0.6275763025907724,0.8192902122594939,1860.6352313856542
176,0.8668180963592695,1.131616313784947,2110.5713072434282
177,1.5082634876651317,1.9690123859858115,2460.4818134443126
178,0.43340904817963477,0.5658081568924735,2160.558522414983
179,0.06934544770874161,0.09052930510279583,1083.0563287170226
180,0.0,0.0,1849.526961347531
181,0.0,0.0,2854.8253997976904
182,0.0,0.0,4393.3208000777695
183,0.0,0.0,5159.791432708277
184,0.0,0.0,5481.931263813852
185,0.0,0.0,5981.803415529401
186,0.0,0.0,7436.986790523555
187,0.0,0.0,6964.8853139033135
188,0.2600454289077813,0.33948489413548477,8147.916072963446
189,0.06934544770874161,0.09052930510279583,10747.2512618843
190,0.06934544770874161,0.09052930510279583,12319.071472278747
191,0.08668180963592696,0.11316163137849473,11202.690333447354
192,627.1704280089085,818.7603498810817,255.54542586901675
193,435.2422809456548,568.2014111562073,209.08262116555915
194,448.01500970198083,584.8759917780428,232.31402351728795
195,816.6536292535311,1066.1274533335916,302.00823057247436
196,1438.6390809668915,1878.1189046565162,412.3573917431861
197,1061.3588535527597,1385.5859706955086,644.6714152604741
198,466.8860421656066,609.5118043937423,876.985438777762
199,355.99235472988494,464.74197745415785,696.9420705518639
200,219.62346573625808,286.714707227491,778.2519787829146
201,101.04365624671864,131.9107783899721,795.6755305467111
202,107.49325098415709,140.33061486182388,487.8594493863047
