,BPA_Load_sim,SDGE_Load_sim,SCE_Load_sim,PGEV_Load_sim,PGEB_Load_sim,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,10720.329359771036,2948.3307718393385,13226.850950749002,7505.562408782796,6167.227448077135,1392.2042357282605,-1167.1261216532062,111.64328426791243,-559.3206388388876,1697.3307315268692,5675.806574217949,1669.8614476178536,-360.12609622296577,-35.81926946938954,0.7665231594378241
1,9356.750216141536,3052.127155676913,13605.542917562643,7526.891343134675,6306.947895484781,1740.67031728645,-1198.6711882564327,675.1019762448223,-171.35687671883792,1581.2179313200584,5013.3028235413685,2017.1082804707426,-323.4834727089217,-55.560316154996485,10.620043341512819
2,9296.870134678766,3196.6798351615075,14103.469564023992,8321.544529069954,5980.380678354701,1347.9442438719425,-572.3748001564895,727.3808501663093,-630.2690273761564,314.6899983183125,5551.071097084093,1669.6300972736558,-304.48759149905595,-58.56930353304877,-47.205375333367556
3,9998.708514345755,3211.5084111594815,14097.803096037278,8276.285524262912,5772.928423409434,1662.154378843334,-518.0978358817686,524.4783491645967,-741.3824015572185,367.88641939472825,5094.937994997282,1278.996886146499,-267.8178961866138,-42.78821452173248,-10.156725513156504
4,11433.09696040315,3272.4921189194033,14197.398428918126,7716.98338922973,5764.836323745251,1343.9560887112975,-266.2015098582017,-204.20517483483985,-1137.1511460575505,-126.4184503643732,5202.743292200867,1137.4697703474467,-311.39680195539404,-43.144942574920215,2.7079972098584904
5,8681.59110447167,2775.7697343204077,11844.150664253366,6994.053304406157,5575.080018982057,1339.3037856820874,457.9617368331973,339.45656190399177,-684.6745628726264,880.1214447712564,5446.683590439147,1637.3454931696415,-309.3398665128459,-40.633233528525494,25.310135303057628
6,8760.630319404718,2601.8101717905997,10838.897993882236,6557.510659877206,5567.384045263943,972.2194833382744,1493.102984751591,344.8624213527358,485.5431987088466,1622.66454869202,4974.526374191765,1547.450232245359,-318.50047037057436,-7.845422309456222,115.42255727131385
7,9137.918398184665,3013.841527521079,12533.19852587694,7196.420685271531,5717.97880153235,1166.928686583565,611.1512120132029,611.5938891886035,505.4405328735472,1711.6241864462502,4001.8097452994516,1873.3834077194292,-356.1182937334388,-9.629262921872627,-42.89171112573752
8,8824.762486162213,3122.05524276586,13429.52146233862,7420.100351154181,5904.449402407646,878.4784843046842,573.8645948501639,229.85636712867284,490.92048578962647,1479.2722074259714,3742.4337843464514,1866.716634414727,-356.0152536922793,-33.47513984123763,-23.761867854674144
9,8437.609042975648,3037.5681862737515,13256.297594851707,7775.1132746044295,6022.118003749152,1149.1097969561417,749.3515849687271,649.6741025123526,573.6631953725696,1349.6882392834896,5040.965941916759,1938.1695234114056,-289.7067710409534,-39.26795903218968,-54.230971101663734
10,8412.601487434194,2976.790731865761,13626.233980586952,8190.719163837319,5827.845074649613,1047.98225866658,1436.0721472007735,641.3874640524814,440.7419608456885,2078.5602476191284,3431.666178623545,1750.024272563362,-269.3080320200754,-25.216179402668658,-64.3715424259924
11,8475.979778899224,3184.9291381774433,14272.59839097249,7873.567042309376,5857.443431072852,1163.1489142302612,2026.0862926779846,708.9839551128223,458.6904522429562,2000.9244721153623,4574.916382809372,1416.6471418969145,-330.1382631912419,-22.144660418727085,-49.98980591921303
12,7506.327021774893,2828.6845224794083,11525.283434792042,7336.419181934916,5470.8699470990105,1187.6843059304344,1049.4511140164589,388.8584953140066,805.2023838054408,1530.7481148320237,4969.041615375797,1595.5663381160848,-192.16049080391542,-24.66064998624604,-10.150990209923112
13,6696.923831343803,3188.637807715533,13128.658486829037,6182.123230049747,5784.238462194693,1022.2995888042901,1412.083829742149,532.72675130434,464.963472241348,2261.2284204109105,5822.811315733782,867.6808145358842,-234.28329705137324,24.4981731845147,8.713437240541573
14,7650.442072990198,2918.6340436555706,13387.699377649078,7482.264609155501,6105.0209142502445,1331.4328293331537,821.2299566190925,466.73818268038747,-17.33943517983147,1527.41190408071,4656.449355686304,1802.6008898432988,-377.9044231168177,-7.331239130116643,-69.85398569058569
15,7291.493708155196,2828.1378799630515,12995.043566823217,7113.3352781802305,6421.5608439015705,985.724849045332,614.3928292347774,482.29224707654356,-256.4712094541269,2496.0376442474253,5374.733397590015,1198.5603170702332,-218.5710154087033,0.5924752908830335,-62.106135403864066
16,6236.407163441746,2990.7871850330494,13854.640748879823,6983.571993055355,5756.994353425483,1156.5254428470225,344.57902771346676,227.59009450394473,753.0437222473504,3037.560662554766,6971.069529750043,259.7903639387353,-227.4538223411819,16.353777854765642,32.75620801039706
17,5909.446866453431,2682.643951859489,13267.46819661187,6368.870377060583,5460.104644318006,709.8286910459113,799.336668873176,494.1705811089699,1277.3394005427506,1949.194693046973,4397.704193060662,1101.915303515485,-222.0936447067101,-42.118927290356595,110.86127595629893
18,6803.052368533114,2885.4594253568603,13542.73109924042,6761.289398078526,5557.092198831262,1448.2645621444192,-600.7781007475891,701.9945521826298,1565.1535230115778,2855.6158463991487,5244.112914730732,1392.4716485780589,-192.25864484131566,-12.119158552213172,62.1903130287269
19,6704.4587323473825,2534.940148675165,12295.852771163385,6286.786196681329,5056.717431202737,1232.2227569721135,737.7675577065988,347.0385673162747,530.0669903255967,2248.518906470325,4559.2577948555,1462.7413593076392,-202.744773321712,3.745335441434232,249.69272482516303
20,7125.335295810593,2493.398588650781,11101.414018498883,6221.099786108986,4497.4354714065485,1263.7551564267376,473.46545198817967,824.9886434941523,89.52633940850649,1964.92148771878,5993.210286611188,1377.0490544188663,-202.58389759855694,1.0076434256166245,338.72966672511416
21,8319.7501562823,2816.0069884379045,11962.246105253304,6453.165789591996,5655.183240122022,1331.5560293290532,18.83849892281819,509.12651718121816,584.217640426036,1728.7565428636947,5502.707517894116,1391.8909035868328,-319.4745653254056,-23.732176001675075,-67.68345700836733
22,8680.062839803582,2949.818135467084,12511.3616564863,7277.892749718446,6166.723575779,1155.9975098254438,-499.4811808665317,360.2921221203583,565.251740605524,1282.3702355269759,5943.2968379032545,1377.956961324513,-360.93445084772236,-21.95452586514192,-37.67959972928716
23,8970.465842478046,3000.2025097443357,11953.363624199603,7255.422497616341,5848.78446184072,1121.0071795496037,-116.4119211967315,2.188841289796926,-369.89570138007264,1315.4282826829922,5135.729622637683,1798.5952719497886,-335.500619104753,-18.165230443044326,-45.26698678878084
24,8219.264267068496,3028.430541710781,13139.176802639424,7694.934532982812,6246.7960171579225,927.1720996925862,688.136756548212,-263.3134428952678,1028.3455725856825,1621.0179806971107,5322.56884299906,1578.4120747617028,-216.24442910465098,-24.449428639953837,-3.479352343564507
25,8331.4481824894,3031.8404625118656,13258.28956687446,7638.1367983601685,6299.105050695034,1073.9333083738659,-154.3150573842587,111.96519043155502,313.0677767217548,1640.9065505705034,5367.13471619847,1581.6599770102607,-261.51300723868167,-30.95057138774534,-154.23990998660057
26,7556.2079500269165,2775.189965174709,11619.011420110939,6688.009694836704,5488.235009106545,942.8947881760462,681.1840957674559,-43.457708125625686,1055.4388846882514,2380.580798428446,4987.084705321515,1289.5587329800692,-185.72945950135073,-26.619154120694656,-66.37971586748556
27,8239.204677815706,2473.1364960697624,11199.991502078197,6874.887661586034,5372.996168484116,972.2168110146705,686.9007894186561,-5.1610560777895955,519.112220378342,2468.4322644187246,5085.647672287501,1087.755801907084,-223.591874049365,-9.625594695631221,-77.66309969335106
28,7997.322943416842,2808.168889359179,12585.86434052659,7469.701030191198,5729.047223831058,873.7160093865166,78.90611915937131,-38.83266206386821,929.1823360893043,2428.454800422778,4890.2447454201365,1526.2034706771622,-202.13677873892934,-36.0765603569883,-3.5771654532470194
29,8236.557548710525,2823.7219863759715,12458.187435657952,7409.287682820575,6044.264653827687,1094.289230527052,488.8553648647119,478.9452131389108,1182.022655925417,2019.4905981146403,5546.559967253196,1297.7734474905576,-196.01966780014195,-24.101097812763054,-0.38651521952691326
30,8549.060225133682,2831.584936493564,12351.14015247726,7353.170526605012,5799.979628364432,1254.08681729352,-343.9514390848243,74.37973354914357,312.09133932235034,2085.3337298899582,5955.842233705255,1560.2977030476652,-185.2594012483291,-7.371148925981423,-18.772320239556155
31,8887.69405640787,3196.153726336366,13584.937194334594,7612.294258175984,6086.145902127456,1331.3171988394054,303.7074660561982,1160.1225239979701,-353.0096262821931,1959.3598269715394,5793.0521662064775,1576.0567584219773,-221.82788061438052,50.938669453166355,98.59574686951026
32,8380.864173243948,3225.1557135804146,14658.935425436446,8178.627819790696,6486.578178639224,1674.9483410827045,-9.180423687090354,1064.1494314691297,-361.7220403070242,1754.6096232372117,5128.577444744853,1425.1695948942033,-271.1554463234934,25.440568355516337,38.80246791711874
33,7875.054186063035,2648.257310849572,11893.955780092158,7360.5748303967675,5559.284709766014,1226.2231846698128,-285.2976232651949,843.9207008966523,19.03769634272544,1695.1972055729373,4830.293281350429,1193.0058173092996,-287.83136443891544,28.033540103133706,75.94310866275953
34,8461.271529476851,2757.2174350209057,12617.74888631956,7286.269913613467,6001.374875711107,1174.511715183135,-135.6112927935813,715.3231494974793,-574.2295824762595,1716.5866391738812,4411.878610939376,1594.264127900274,-290.6345955958685,34.38199497308017,-28.101890613074026
35,8784.328738973789,2941.720116842639,13589.509550512217,7863.707370792158,6497.218743272748,1701.9692476111147,10.424174475309997,650.3080010153283,-426.1371689943233,2240.9797314266452,4295.249473518428,1681.4999709693288,-284.9175744343719,15.966088236909311,-63.36954902474911
36,8820.125677032516,2954.5504280806886,13430.798949620956,8335.66422700924,6445.833844750353,1638.5978209621492,-151.75607387916477,516.076980921772,-276.634599664744,2304.7556548353346,4574.6148306439,1536.2078688125061,-303.29873733701913,11.089011006314077,23.752318020712778
37,8013.532348059986,2624.4022733697766,12182.7241950811,7765.884912546816,6125.546879832337,1378.6559350070447,-277.63365093781755,399.82361587954443,4.421872203218868,2604.641939922924,4838.406184145758,1586.1792015577585,-324.22396801920013,24.35437664201223,88.59600860557035
38,7608.398377000494,2799.9246358488617,12320.730723972234,7378.063962099389,5630.578630422929,1948.7740861330562,161.8350626147042,691.2437087340875,401.13746818052834,2319.402321073261,4441.273384170369,1365.0933912624498,-301.8067938503949,14.50275508307752,125.1762016298313
39,8012.29243811901,2816.716556081296,13159.127645476681,7949.308710280272,5538.456151525953,1854.9297916646763,433.55857636923747,939.9345271616705,-254.09946544150944,2312.3552067734167,4668.292706344448,1558.2537297323186,-314.72876864779255,22.928979210303044,50.91768411796473
40,7612.219981386822,2554.391982057984,11835.614623566351,7682.7843724302975,5437.468491828256,1787.3729020529843,434.129802117616,263.6894949240999,-271.02669818442706,1621.442069788422,4750.789409676337,1337.7353336666313,-292.3784378157768,35.06622787175323,129.17198572810298
